ID,Name,SMILES,ECOLI
304,Adenosyl-l-methionine,C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,True
305,Biotinyl-5'-amp,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OC(=O)CCCC[C@@H]2SCC3N=C(O)NC32)[C@@H](O)[C@H]1O,False
306,Datp,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,True
307,Gold,[Au],True
308,"3-(2,3-dihydroxyphenyl)propionate [dhpp]",O=C(O)CCc1cccc(O)c1O,True
309,Alpha-d-xylopyranose,O[C@@H]1[C@@H](O)[C@@H](O)OC[C@H]1O,True
310,Xanthosine,OC[C@H]1O[C@@H](n2cnc3c(O)nc(O)nc32)[C@H](O)[C@@H]1O,True
311,Mercury ion(hg2+),[Hg+2],True
312,Acyl-coa,CC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,True
313,L-lactose,OC[C@H]1O[C@@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,True
314,Allantoin,N=C(O)NC1N=C(O)N=C1O,True
315,Cyanate,N#CO,True
316,Glyoxylate,O=CC(=O)O,True
317,N-acetyl-d-glucosamine-6-phosphate,CC(O)=NC1C(O)OC(COP(=O)(O)O)C(O)C1O,True
318,Hca,O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,False
319,L-alanine,C[C@H](N)C(=O)O,True
320,Thymine,Cc1cnc(O)nc1O,True
321,Met-oxidized,CS(=O)CCC(N)C(=O)O,True
322,Methyl,[CH3],True
323,6-sulfo-d-quinovose,O=S(=O)(O)C[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,False
324,Glutarate,O=C(O)CCCC(=O)O,False
325,L-ascorbate 6-phosphate,O=C1O[C@H]([C@@H](O)COP(=O)(O)O)C(O)=C1O,True
326,D-xylonate,O=C(O)[C@H](O)[C@@H](O)[C@H](O)CO,False
327,L-tartrate,O=C(O)[C@H](O)[C@@H](O)C(=O)O,True
328,N-dodecanoyl-l-homoserine lactone,CCCCCCCCCCCC(O)=N[C@H]1CCOC1=O,False
329,N-decanoyl-l-homoserine lactone,CCCCCCCCCC(O)=N[C@H]1CCOC1=O,False
330,N-tetradecanoyl-l-homoserine lactone,CCCCCCCCCCCCCC(O)=N[C@H]1CCOC1=O,False
331,N-octanoyl-l-homoserine lactone,CCCCCCCC(O)=N[C@H]1CCOC1=O,False
332,N-butyryl-l-homoserine lactone,CCCC(O)=N[C@H]1CCOC1=O,False
333,N-hexanoyl-l-homoserine lactone,CCCCCC(O)=N[C@H]1CCOC1=O,False
334,N-(p-coumaroyl)-l-homoserine lactone,O=C1OCC[C@@H]1N=C(O)/C=C/c1ccc(O)cc1,False
335,N-(3-hydroxybutanoyl)-l-homoserine lactone,CC(O)CC(O)=NC1CCOC1=O,False
336,N-(3-hydroxyhexanoyl)-l-homoserine lactone,CCCC(O)CC(O)=NC1CCOC1=O,False
337,N-heptanoyl-l-homoserine lactone,CCCCCCC(O)=N[C@H]1CCOC1=O,False
338,N-(3-hydroxytetradecanoyl)-l-homoserine lactone,CCCCCCCCCCCC(O)CC(O)=N[C@H]1CCOC1=O,False
339,N-isovaleryl-l-homoserine lactone,CC(C)CC(O)=N[C@H]1CCOC1=O,False
340,N-(3-oxohexanoyl)-l-homoserine lactone,CCCC(=O)CC(O)=N[C@H]1CCOC1=O,False
341,N-(3-oxotetradecanoyl)-l-homoserine lactone,CCCCCCCCCCCC(=O)CC(O)=N[C@H]1CCOC1=O,False
342,N-(3-oxodecanoyl)-l-homoserine lactone,CCCCCCCC(=O)CC(O)=N[C@H]1CCOC1=O,False
343,N-(3-oxododecanoyl)-l-homoserine lactone,CCCCCCCCCC(=O)CC(O)=N[C@H]1CCOC1=O,False
344,N-(3-oxooctanoyl)-l-homoserine lactone,CCCCCC(=O)CC(O)=N[C@H]1CCOC1=O,False
345,N-(3-hydroxyoctanoyl)-l-homoserine lactone,CCCCCC(O)CC(O)=NC1CCOC1=O,False
346,N-(3-hydroxytetradec-7-enoyl)-l-homoserine lactone,CCCCCC/C=C\CCCC(O)CC(O)=N[C@H]1CCOC1=O,False
347,N-(3-hydroxydodecanoyl)-l-homoserine lactone,CCCCCCCCCC(O)CC(O)=NC1CCOC1=O,False
348,N-(3-hydroxydecanoyl)-l-homoserine lactone,CCCCCCCC(O)CC(O)=NC1CCOC1=O,False
349,N-(3-hydroxyhexadecanoyl)-l-homoserine lactone,CCCCCCCCCCCCCC(O)CC(O)=NC1CCOC1=O,False
350,N-pentanoyl-l-homoserine lactone,CCCCC(O)=NC1CCOC1=O,False
351,N-tetradec-7-enoyl-l-homoserine lactone,CCCCCC/C=C/CCCCCC(O)=NC1CCOC1=O,False
352,N-(3-oxoheptanoyl)-l-homoserine lactone,CCCCC(=O)CC(O)=NC1CCOC1=O,False
353,N-(3-oxononanoyl)-l-homoserine lactone,CCCCCCC(=O)CC(O)=NC1CCOC1=O,False
354,N-(7-methyloctanoyl)-l-homoserine lactone,CC(C)CCCCCC(O)=N[C@H]1CCOC1=O,False
355,N-(3-hydroxy-7-methyloctanoyl)-l-homoserine lactone,CC(C)CCCC(O)CC(O)=N[C@H]1CCOC1=O,False
356,N-(3-hydroxy-5-methylhexanoyl)-l-homoserine lactone,CC(C)CCCC(O)=N[C@H]1CCOC1=O,False
357,N-homoadipyl-l-homoserine lactone,O=C(O)CCCCCC(O)=NCC1CCOC1=O,False
358,N-(5-methylhexanoyl)-l-homoserine lactone,CC(C)CC(O)CC(O)=N[C@H]1CCOC1=O,False
359,2-heptyl-3-hydroxy-4(1h)-quinolone,CCCCCCCc1[nH]c2ccccc2c(=O)c1O,False
360,"3,4-dihydroxy-2-pentyl-quinoline",CCCCCc1[nH]c2ccccc2c(=O)c1O,False
361,"3,4-dihydroxy-2-undecyl-quinoline",CCCCCCCCCCCc1[nH]c2ccccc2c(=O)c1O,False
362,2-heptyl-4-hydroxy-quinoline,CCCCCCCc1cc(O)c2ccccc2[n+]1[O-],False
363,"3,4-dihydroxy-2-hexyl-quinoline",CCCCCCc1[nH]c2ccccc2c(=O)c1O,False
364,2-heptylquinolin-4(1h)-one,CCCCCCCc1cc(=O)c2ccccc2[nH]1,False
365,"3,4-dihydroxy-2-octyl-quinoline",CCCCCCCCc1[nH]c2ccccc2c(=O)c1O,False
366,2-hexyl-4-hydroxy-quinoline,CCCCCCc1cc(=O)c2ccccc2[nH]1,False
367,2-hexyl-4-hydroxy-quinoline-n-oxide,CCCCCCc1cc(O)c2ccccc2[n+]1[O-],False
368,"3,4-dihydroxy-2-nonyl-quinoline",CCCCCCCCCc1[nH]c2ccccc2c(=O)c1O,False
369,2-hept-2-enyl-4-hydroxy-quinoline-n-oxide,CCCC/C=C/Cc1c(C)c(O)c2ccccc2[n+]1[O-],False
370,4-hydroxy-2-non-2-enyl-quinoline-n-oxide,CCCCCC/C=C/Cc1cc(O)c2ccccc2[n+]1[O-],False
371,4-hydroxy-2-pentyl-quinoline,CCCCCc1cc(=O)c2ccccc2[nH]1,False
372,4-hydroxy-2-pentyl-quinoline-n-oxide,CCCCCc1cc(O)c2ccccc2[n+]1[O-],False
373,4-hydroxy-2-octyl-quinoline-n-oxide,CCCCCCCCc1cc(O)c2ccccc2[n+]1[O-],False
374,4-hydroxy-2-undecyl-quinoline,CCCCCCCCCCCc1cc(=O)c2ccccc2[nH]1,False
375,4-hydroxy-2-octyl-quinoline,CCCCCCCCc1cc(=O)c2ccccc2[nH]1,False
376,4-hydroxy-2-undecyl-quinoline-n-oxide,CCCCCCCCCCCc1cc(O)c2ccccc2[n+]1[O-],False
377,4-hydroxy-2-oct-2-enyl-quinoline-n-oxide,CCCCC/C=C/Cc1cc(O)c2ccccc2[n+]1[O-],False
378,4-hydroxy-2-nonyl-quinoline-n-oxide,CCCCCCCCCc1cc(O)c2ccccc2[n+]1[O-],False
379,4-hydroxy-2-nonyl-quinoline,CCCCCCCCCc1cc(=O)c2ccccc2[nH]1,False
380,4-hydroxy-undec-2enyl-quinoline,CCCCCCCC/C=C/Cc1cc(=O)c2ccccc2[nH]1,False
381,4-hydroxy-non-2enyl-quinoline,CCCCCC/C=C/Cc1cc(=O)c2ccccc2[nH]1,False
382,5-(2-phenylethenyl)-2-(propan-2-yl)-benzenediol,CC(C)c1c(O)cc(/C=C/c2ccccc2)cc1O,False
383,5-pentyl-2-(propan-2-yl)-benzenediol,CCCCCc1cc(O)c(C(C)C)c(O)c1,False
384,5-(4-methylpentyl)-2-(propan-2-yl)-cyclohexanedione,CC(C)CCCc1cc(O)c(C(C)C)c(O)c1,False
385,5-(2-phenylethyl)-2-(propan-2-yl)-cyclohexanedione,CC(C)C1C(=O)CC(CCc2ccccc2)CC1=O,False
386,5-(2-phenylethyl)-2-(propan-2-yl)-benzenediol,CC(C)c1c(O)cc(CCc2ccccc2)cc1O,False
387,5-(2-phenylethenyl)-2-(propan-2-yl)-cyclohexanedione,CC(C)C1C(=O)CC(/C=C/c2ccccc2)CC1=O,False
388,5-heptyl-2-(propan-2-yl)-benzenediol,CCCCCCCc1cc(O)c(C(C)C)c(O)c1,False
389,N-hexadec-9-enoyl-l-homoserine lactone,CCCCCC/C=C/CCCCCCCC(O)=NC1CCOC1=O,False
390,N-(3-oxohexadecanoyl)-l-homoserine lactone,CCCCCCCCCCCCCC(=O)CC(O)=N[C@H]1CCOC1=O,False
391,N-(3-oxohexadec-9-enoyl)-l-homoserine lactone,CCCCCC/C=C\CCCCCC(=O)CC(O)=N[C@H]1CCOC1=O,False
392,N-hexadecanoyl-l-homoserine lactone,CCCCCCCCCCCCCCCC(O)=NC1CCOC1=O,False
393,N-octadecanoyl-l-homoserine lactone,CCCCCCCCCCCCCCCCCC(O)=NC1CCOC1=O,False
394,N-decenoyl-l-homoserine lactone,C=CCCCCCCCC(O)=NC1CCOC1=O,False
395,N-oct-2-enoyl-l-homoserine lactone,CCCCC/C=C/C(O)=NC1CCOC1=O,False
396,"N-octadec-2,11-dienoyl-l-homoserine lactone",CCCCCC/C=C/CCCCCCC/C=C/C(O)=N[C@H]1CCOC1=O,False
397,N-octadec-11-enoyl-l-homoserine lactone,CCCCCCCC/C=C\CCCCCCCC(O)=N[C@H]1CCOC1=O,False
398,Phloretin,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,False
399,Berberine,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,False
400,Acrylate,C=CC(=O)O,False
401,Kaempferol,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,False
402,Camphor,CC12CCC(CC1=O)C2(C)C,False
403,Novobiocin,CO[C@@H]1[C@@H](OC(=N)O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,False
404,"2,4-dapg",CC(=O)c1c(O)cc(O)c(C(C)=O)c1O,False
405,Triclosan,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,False
406,(s)-dnpa,CC1=C2C(=O)c3c(O)cccc3C=C2C[C@@H](CC(=O)O)O1,False
407,Actinorhodin,C[C@H]1O[C@H](CC(=O)O)Cc2c1c(O)c1c(O)c(-c3cc(=O)c4c(=O)c5c(c(=O)c=4c3=O)[C@@H](C)O[C@H](CC(=O)O)C5)cc(O)c1c2O,False
408,Panamycin 607,CCCC(C[C@@H]1CC[C@H]([C@@H](C)[C@@H]2OC(=O)[C@@H](C)[C@H]3CC[C@@H](C[C@H](CCC)OC(=O)[C@H](C)[C@H]4CC[C@H](O4)[C@H]2C)O3)O1)N(C)C,False
409,Genistein,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,False
410,Daidzein,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,False
411,Tetracenomycin c,COC(=O)c1c(OC)cc2cc3c(c(O)c2c1C)C(=O)[C@]1(O)C(=O)C=C(OC)[C@@H](O)[C@]1(O)C3=O,False
412,Resorcinol,Oc1cccc(O)c1,False
413,Hydroxyquinol,Oc1ccc(O)c(O)c1,False
414,Heme,C=Cc1c(C)c2cc3[nH]c(cc4nc(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C,True
415,Malonate,O=C(O)CC(=O)O,False
416,Cis-cis muconate,O=C(O)/C=C\C=C/C(=O)O,False
417,Octopine,C[C@@H](N[C@@H](CCCNC(=N)N)C(=O)O)C(=O)O,False
418,Urea,N=C(N)O,True
419,Feruloyl-coa,COc1cc(/C=C/C(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)ccc1O,False
420,2-ketocyclohexane-1-carboxyl-coa,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C1CCCCC1=O,False
421,4-coumaroyl-coa,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(O)=NCCC(O)=NCCSC(=O)/C=C/c1ccc(O)cc1,False
422,Caffeoyl-coa,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(O)=NCCC(O)=NCCSC(=O)/C=C/c1ccc(O)c(O)c1,False
423,Sinapoyl-coa,COc1cc(/C=C/C(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)cc(OC)c1O,False
424,Rishirilide a,CC(C)CC[C@]1(O)[C@@]2(O)C(=O)O[C@]13C(=Cc1cccc(O)c1C3O)C(=O)[C@H]2C,False
425,Iptg,CC(C)S[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,False
426,Laminaribiose,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](CO)OC(O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,False
427,"3,6-anhydro-l-galactose",O=C[C@@H](O)[C@@H]1OC[C@H](O)[C@H]1O,False
428,(s)-4-amino-5-phenylpentanoate,NC(CCC(=O)O)Cc1ccccc1,False
429,D-lactate,C[C@@H](O)C(=O)O,True
430,Testosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,False
431,3oc6hsl,CCCC(=O)CC(O)=NC1CCOC1=O,False
432,Terephthalate,O=C(O)c1ccc(C(=O)O)cc1,False
433,"2,6-dihydroxybenzoate",O=C(O)c1c(O)cccc1O,False
434,Phthalate,O=C(O)c1ccccc1C(=O)O,False
435,Isophthalate,O=C(O)c1cccc(C(=O)O)c1,False
